"","Review_id","main_group","group_metric","Legend_1","mean_per_change1","sem_per_change1","num_papers1","num_comparisons1","Legend_2","mean_per_change2","sem_per_change2","num_papers2","num_comparisons2","Legend_3","mean_per_change3","sem_per_change3","num_papers3","num_comparisons3","Group_RV","Review","num_comparison3s"
"1","Seed Protection","Biological","Root Mycorrhizal Colonization (Arbuscular)","Seed",30.5555555555555,TRUE,1,9,"Fungicide",30.5555555555555,TRUE,1,9,NA,30.5555555555555,TRUE,1,9,"Soil","Early Season Pest Management",NA
"2","Seed Protection","Invertebrates","Bean Leaf Beetles (#)","Foliage",-24.1176470588235,TRUE,1,17,"Insecticide",-24.1176470588235,TRUE,1,17,NA,-24.1176470588235,TRUE,1,17,"Pest Regulation","Early Season Pest Management",NA
"3","Seed Protection","Invertebrates","Bean Leaf Beetles (#)","Seed",-22.0833333333333,TRUE,1,8,"Insecticide",-22.0833333333333,TRUE,1,8,NA,-22.0833333333333,TRUE,1,8,"Pest Regulation","Early Season Pest Management",NA
"4","Seed Protection","Invertebrates","Bean Leaf Beetles (#)","Seed & Foliage",-33.3333333333333,TRUE,1,7,"Insecticide",-33.3333333333333,TRUE,1,7,NA,-33.3333333333333,TRUE,1,7,"Pest Regulation","Early Season Pest Management",NA
"5","Seed Protection","Invertebrates","Natural Enemies (#)","other",-3.33333333333333,TRUE,1,210,"other",-3.33333333333333,TRUE,1,210,NA,-3.33333333333333,TRUE,1,210,"Pest Regulation","Early Season Pest Management",NA
"6","Seed Protection","Invertebrates","Natural Enemies (#)","Seed",10.2805621632466,TRUE,1,8,"Insecticide",10.2805621632466,TRUE,1,8,NA,10.2805621632466,TRUE,1,8,"Pest Regulation","Early Season Pest Management",NA
"7","Seed Protection","Invertebrates","Northern Corn Rootworm (#)","Soil",39.0367504437963,TRUE,1,24,"Insecticide",39.0367504437963,TRUE,1,24,"Broadcast",39.0367504437963,TRUE,1,24,"Pest Regulation","Early Season Pest Management",NA
"8","Seed Protection","Invertebrates","Seed Corn Maggot (#)","Seed",-26.3157894736842,TRUE,1,8,"Insecticide",-26.3157894736842,TRUE,1,8,NA,-26.3157894736842,TRUE,1,8,"Pest Regulation","Early Season Pest Management",NA
"9","Seed Protection","Invertebrates","Seed Corn Maggot (#)","Soil",-61.8421052631579,TRUE,1,8,"Insecticide",-61.8421052631579,TRUE,1,8,"In-Row",-61.8421052631579,TRUE,1,8,"Pest Regulation","Early Season Pest Management",NA
"10","Seed Protection","Invertebrates","Soybean Aphids (# per Leaf)","other",-43.702336491743,TRUE,1,42,"other",-43.702336491743,TRUE,1,42,NA,-43.702336491743,TRUE,1,42,"Pest Regulation","Early Season Pest Management",NA
"11","Seed Protection","Invertebrates","Soybean Aphids (Cumulative Aphid Days)","Foliage",-30.8944374209861,TRUE,1,4,"Insecticide",-24.4943109987358,TRUE,1,2,NA,-24.4943109987358,TRUE,1,2,"Pest Regulation","Early Season Pest Management",NA
"12","Seed Protection","Invertebrates","Soybean Aphids (Cumulative Aphid Days)","Foliage",-30.8944374209861,TRUE,1,4,"Insecticide-Fungicide",-37.2945638432364,TRUE,1,2,NA,-37.2945638432364,TRUE,1,2,"Pest Regulation","Early Season Pest Management",NA
"13","Seed Protection","Invertebrates","Soybean Aphids (Cumulative Aphid Days)","Seed",-40.0888902770447,TRUE,3,5,"Insecticide",-43.4056304448849,TRUE,2,3,NA,-43.4056304448849,TRUE,2,3,"Pest Regulation","Early Season Pest Management",NA
"14","Seed Protection","Invertebrates","Soybean Aphids (Cumulative Aphid Days)","Seed",-40.0888902770447,TRUE,3,5,"Insecticide-Fungicide",-35.1137800252844,TRUE,1,2,NA,-35.1137800252844,TRUE,1,2,"Pest Regulation","Early Season Pest Management",NA
"15","Seed Protection","Invertebrates","Spider Mites (# per cm. sq. in Soybean)","other",0,FALSE,1,42,"other",0,FALSE,1,42,NA,0,FALSE,1,42,"Pest Regulation","Early Season Pest Management",NA
"16","Seed Protection","Invertebrates","Thrips (# per Soybean Plant)","other",-3.11734950390415,TRUE,1,42,"other",-3.11734950390415,TRUE,1,42,NA,-3.11734950390415,TRUE,1,42,"Pest Regulation","Early Season Pest Management",NA
"17","Seed Protection","Invertebrates","Western Corn Rootworm (#)","Soil",-44.3464655093617,TRUE,1,108,"Insecticide",-44.3464655093617,TRUE,1,108,"Broadcast",-44.3464655093617,TRUE,1,108,"Pest Regulation","Early Season Pest Management",NA
"18","Seed Protection","Invertebrates","Western Corn Rootworm (Mean Emergence Date)","Soil",1.14888175623487,TRUE,1,3,"Insecticide",1.14888175623487,TRUE,1,3,"Broadcast",1.14888175623487,TRUE,1,3,"Pest Regulation","Early Season Pest Management",NA
"19","Seed Protection","Pathogens","Bean Pod Mottle Virus Infections (Soybean)","Foliage",0.455821863629174,TRUE,2,14,"Insecticide",0.455821863629174,TRUE,2,14,NA,0.455821863629174,TRUE,2,14,"Pest Regulation","Early Season Pest Management",NA
"20","Seed Protection","Pathogens","Bean Pod Mottle Virus Infections (Soybean)","Seed",-13.2405869324474,TRUE,2,5,"Insecticide",-13.2405869324474,TRUE,2,5,NA,-13.2405869324474,TRUE,2,5,"Pest Regulation","Early Season Pest Management",NA
"21","Seed Protection","Pathogens","Bean Pod Mottle Virus Infections (Soybean)","Seed & Foliage",-3.35455887781469,TRUE,2,6,"Insecticide",-3.35455887781469,TRUE,2,6,NA,-3.35455887781469,TRUE,2,6,"Pest Regulation","Early Season Pest Management",NA
"22","Seed Protection","Pathogens","Fusarium spp. Soil Forming Colonies (Soybean)","Seed",-5.22443455212536,TRUE,1,8,"Fungicide-Biologic",-5.22443455212536,TRUE,1,8,NA,-5.22443455212536,TRUE,1,8,"Pest Regulation","Early Season Pest Management",NA
"23","Seed Protection","Pathogens","Pathogenic Injury to Leaf Tissue (Maize)","other",-26.7849806257064,TRUE,1,96,"other",-26.7849806257064,TRUE,1,96,NA,-26.7849806257064,TRUE,1,96,"Pest Regulation","Early Season Pest Management",NA
"24","Seed Protection","Pathogens","Pathogenic Injury to Leaf Tissue (Maize)","Seed",-70.2334146960183,TRUE,2,102,"Insecticide",-75.2834295334295,TRUE,1,84,NA,-75.2834295334295,TRUE,1,84,"Pest Regulation","Early Season Pest Management",NA
"25","Seed Protection","Pathogens","Pathogenic Injury to Leaf Tissue (Maize)","Seed",-70.2334146960183,TRUE,2,102,"Insecticide-Fungicide",-46.6666787880992,TRUE,1,18,NA,-46.6666787880992,TRUE,1,18,"Pest Regulation","Early Season Pest Management",NA
"26","Seed Protection","Pathogens","Pathogenic Injury to Leaf Tissue (Maize)","Soil",-82.6086956521739,NA,1,1,"Insecticide",-82.6086956521739,NA,1,1,"In-Row",-82.6086956521739,NA,1,1,"Pest Regulation","Early Season Pest Management",NA
"27","Seed Protection","Pathogens","Pathogenic Injury to Leaf Tissue (Soybean)","Seed",-25,FALSE,1,2,"Fungicide-Biologic",-25,FALSE,1,2,NA,-25,FALSE,1,2,"Pest Regulation","Early Season Pest Management",NA
"28","Seed Protection","Pathogens","Pathogenic Root Injury (Maize)","other",-3.125,TRUE,1,16,"other",-3.125,TRUE,1,16,NA,-3.125,TRUE,1,16,"Pest Regulation","Early Season Pest Management",NA
"29","Seed Protection","Pathogens","Pathogenic Root Injury (Maize)","Seed",-5.55555555555556,TRUE,3,54,"Insecticide",-11.1111111111111,TRUE,1,18,NA,-11.1111111111111,TRUE,1,18,"Pest Regulation","Early Season Pest Management",NA
"30","Seed Protection","Pathogens","Pathogenic Root Injury (Maize)","Seed",-5.55555555555556,TRUE,3,54,"Insecticide-Fungicide",-2.77777777777778,TRUE,2,36,NA,-2.77777777777778,TRUE,2,36,"Pest Regulation","Early Season Pest Management",NA
"31",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,"Pest Regulation","Early Season Pest Management",NA
"32","Seed Protection","Crop Growth","Damage to Plant due to Black Cutworms (Maize)","Soil",-17.510058403634,TRUE,1,67,"Insecticide",-17.510058403634,TRUE,1,67,"Broadcast",-100,FALSE,1,4,"Crop Production","Early Season Pest Management",NA
"33","Seed Protection","Crop Growth","Damage to Plant due to Black Cutworms (Maize)","Soil",-17.510058403634,TRUE,1,67,"Insecticide",-17.510058403634,TRUE,1,67,"In-Furrow",-23.0326086956522,TRUE,1,8,"Crop Production","Early Season Pest Management",NA
"34","Seed Protection","Crop Growth","Damage to Plant due to Black Cutworms (Maize)","Soil",-17.510058403634,TRUE,1,67,"Insecticide",-17.510058403634,TRUE,1,67,"In-Row",-10.7075098814229,TRUE,1,55,"Crop Production","Early Season Pest Management",NA
"35","Seed Protection","Crop Growth","Plant Height (Maize)","other",-17.2413793103448,NA,1,1,"other",-17.2413793103448,NA,1,1,NA,-17.2413793103448,NA,1,1,"Crop Production","Early Season Pest Management",NA
"36","Seed Protection","Crop Growth","Plant Height (Maize)","Seed",-1.72413793103449,TRUE,1,6,"Fungicide",-1.72413793103449,TRUE,1,6,NA,-1.72413793103449,TRUE,1,6,"Crop Production","Early Season Pest Management",NA
"37","Seed Protection","Crop Growth","Plant Height (Soybean)","Seed",2.7027027027027,TRUE,2,5,"Fungicide",0,FALSE,1,3,NA,0,FALSE,1,3,"Crop Production","Early Season Pest Management",NA
"38","Seed Protection","Crop Growth","Plant Height (Soybean)","Seed",2.7027027027027,TRUE,2,5,"Fungicide-Biologic",6.75675675675675,TRUE,1,2,NA,6.75675675675675,TRUE,1,2,"Crop Production","Early Season Pest Management",NA
"39","Seed Protection","Crop Growth","Reduction in Vigor (Maize)","Soil",182.868879346335,TRUE,1,108,"Insecticide",182.868879346335,TRUE,1,108,"In-Furrow",154.59133576843,TRUE,1,41,"Crop Production","Early Season Pest Management",NA
"40","Seed Protection","Crop Growth","Reduction in Vigor (Maize)","Soil",182.868879346335,TRUE,1,108,"Insecticide",182.868879346335,TRUE,1,108,"In-Row",58.2515194015895,TRUE,1,62,"Crop Production","Early Season Pest Management",NA
"41","Seed Protection","Crop Growth","Soybean Growth (including photosynthetic capacity and leaf area index)","Seed",4.01880127634137,TRUE,2,18,"Fungicide-Biologic",11.3526570048309,TRUE,1,6,NA,11.3526570048309,TRUE,1,6,"Crop Production","Early Season Pest Management",NA
"42","Seed Protection","Crop Growth","Soybean Growth (including photosynthetic capacity and leaf area index)","Seed",4.01880127634137,TRUE,2,18,"Insecticide",0.0311819402015938,TRUE,1,9,NA,0.0311819402015938,TRUE,1,9,"Crop Production","Early Season Pest Management",NA
"43","Seed Protection","Crop Growth","Soybean Growth (including photosynthetic capacity and leaf area index)","Seed",4.01880127634137,TRUE,2,18,"Insecticide-Fungicide",1.31394782778162,TRUE,1,3,NA,1.31394782778162,TRUE,1,3,"Crop Production","Early Season Pest Management",NA
"44","Seed Protection","Crop Growth","Soybean Seedling Development","Foliage",0.487654320987657,TRUE,1,30,"Insecticide",0.487654320987657,TRUE,1,30,NA,0.487654320987657,TRUE,1,30,"Crop Production","Early Season Pest Management",NA
"45","Seed Protection","Crop Growth","Soybean Seedling Development","Seed",-66.7932615629984,TRUE,1,12,"Insecticide",-66.7932615629984,TRUE,1,12,NA,-66.7932615629984,TRUE,1,12,"Crop Production","Early Season Pest Management",NA
"46","Seed Protection","Crop Growth","Soybean Seedling Development","Soil",-17.775451887294,TRUE,1,12,"Insecticide",-17.775451887294,TRUE,1,12,"In-Row",-17.775451887294,TRUE,1,12,"Crop Production","Early Season Pest Management",NA
"47","Seed Protection","Crop Yield","Grain Quality (Soybean)","Foliage",-7.14285714285715,TRUE,1,2,"Insecticide",-7.14285714285715,TRUE,1,2,NA,-7.14285714285715,TRUE,1,2,"Crop Production","Early Season Pest Management",NA
"48","Seed Protection","Crop Yield","Grain Quality (Soybean)","Seed",-1.93272079605481,TRUE,2,16,"Fungicide",-0.196008680454034,TRUE,1,12,NA,-0.196008680454034,TRUE,1,12,"Crop Production","Early Season Pest Management",NA
"49","Seed Protection","Crop Yield","Grain Quality (Soybean)","Seed",-1.93272079605481,TRUE,2,16,"Insecticide",-7.14285714285715,TRUE,1,4,NA,-7.14285714285715,TRUE,1,4,"Crop Production","Early Season Pest Management",NA
"50","Seed Protection","Crop Yield","Grain Yield (Maize)","Foliage",6.67591889623926,TRUE,2,8,"Insecticide",7.47190445016533,TRUE,2,6,NA,7.47190445016533,TRUE,2,6,"Crop Production","Early Season Pest Management",NA
"51","Seed Protection","Crop Yield","Grain Yield (Maize)","Foliage",6.67591889623926,TRUE,2,8,"Insecticide-Fungicide",4.28796223446106,TRUE,1,2,NA,4.28796223446106,TRUE,1,2,"Crop Production","Early Season Pest Management",NA
"52","Seed Protection","Crop Yield","Grain Yield (Maize)","other",18.0719966876617,TRUE,2,20,"other",18.0719966876617,TRUE,2,20,NA,18.0719966876617,TRUE,2,20,"Crop Production","Early Season Pest Management",NA
"53","Seed Protection","Crop Yield","Grain Yield (Maize)","Seed",4.78711631250823,TRUE,5,61,"Fungicide",0,FALSE,1,5,NA,0,FALSE,1,5,"Crop Production","Early Season Pest Management",NA
"54","Seed Protection","Crop Yield","Grain Yield (Maize)","Seed",4.78711631250823,TRUE,5,61,"Insecticide",-2.92428478017443,TRUE,2,22,NA,-2.92428478017443,TRUE,2,22,"Crop Production","Early Season Pest Management",NA
"55","Seed Protection","Crop Yield","Grain Yield (Maize)","Seed",4.78711631250823,TRUE,5,61,"Insecticide-Fungicide",10.4808341243188,TRUE,2,34,NA,10.4808341243188,TRUE,2,34,"Crop Production","Early Season Pest Management",NA
"56","Seed Protection","Crop Yield","Grain Yield (Maize)","Soil",-1.17314642408722,TRUE,1,81,"Insecticide",-1.17314642408722,TRUE,1,81,"In-Furrow",-4.18782645549388,TRUE,1,18,"Crop Production","Early Season Pest Management",NA
"57","Seed Protection","Crop Yield","Grain Yield (Maize)","Soil",-1.17314642408722,TRUE,1,81,"Insecticide",-1.17314642408722,TRUE,1,81,"In-Row",-0.311809272256743,TRUE,1,63,"Crop Production","Early Season Pest Management",NA
"58","Seed Protection","Crop Yield","Grain Yield (Soybean)","Foliage",0.0166023173323047,TRUE,5,48,"Insecticide",0.0166023173323047,TRUE,5,48,NA,0.0166023173323047,TRUE,5,48,"Crop Production","Early Season Pest Management",NA
"59","Seed Protection","Crop Yield","Grain Yield (Soybean)","other",-2.72054697125938,TRUE,2,104,"other",-2.72054697125938,TRUE,2,104,NA,-2.72054697125938,TRUE,2,104,"Crop Production","Early Season Pest Management",NA
"60","Seed Protection","Crop Yield","Grain Yield (Soybean)","Seed",3.36716699542924,TRUE,12,184,"Fungicide",2.90921177448131,TRUE,5,98,NA,2.90921177448131,TRUE,5,95,"Crop Production","Early Season Pest Management",NA
"61","Seed Protection","Crop Yield","Grain Yield (Soybean)","Seed",3.36716699542924,TRUE,12,184,"Fungicide-Biologic",14.6577255153704,TRUE,1,2,NA,14.6577255153704,TRUE,1,2,"Crop Production","Early Season Pest Management",NA
"62","Seed Protection","Crop Yield","Grain Yield (Soybean)","Seed",3.36716699542924,TRUE,12,184,"Insecticide",7.56593981564714,TRUE,6,31,NA,7.56593981564714,TRUE,6,31,"Crop Production","Early Season Pest Management",NA
"63","Seed Protection","Crop Yield","Grain Yield (Soybean)","Seed",3.36716699542924,TRUE,12,184,"Insecticide-Fungicide",1.2089058633476,TRUE,4,49,NA,1.2089058633476,TRUE,4,49,"Crop Production","Early Season Pest Management",NA
"64","Seed Protection","Crop Yield","Grain Yield (Soybean)","Seed",3.36716699542924,TRUE,12,184,"Insecticide-Fungicide-Nematicide",2.49653374428352,TRUE,1,4,NA,2.49653374428352,TRUE,1,4,"Crop Production","Early Season Pest Management",NA
"65","Seed Protection","Crop Yield","Grain Yield (Soybean)","Seed & Foliage",0.675936884069495,TRUE,2,10,"Insecticide",0.675936884069495,TRUE,2,10,NA,0.675936884069495,TRUE,2,10,"Crop Production","Early Season Pest Management",NA
"66","Seed Protection","Crop Yield","Grain Yield (Soybean)","Soil",2.15754552726931,TRUE,1,4,"Insecticide",2.15754552726931,TRUE,1,4,"In-Row",2.15754552726931,TRUE,1,4,"Crop Production","Early Season Pest Management",NA
"67","Seed Protection","Stand Density","Maize Lodging (#)","Seed",-33.3333333333333,TRUE,1,6,"Insecticide",-33.3333333333333,TRUE,1,6,NA,-33.3333333333333,TRUE,1,6,"Crop Production","Early Season Pest Management",NA
"68","Seed Protection","Stand Density","Soybean Lodging (Scored 1 = no lodging to 5 = completely lodged)","Seed",0,FALSE,1,3,"Fungicide",0,FALSE,1,3,NA,0,FALSE,1,3,"Crop Production","Early Season Pest Management",NA
"69","Seed Protection","Stand Density","Stand Count (Maize)","other",1.603683779298,TRUE,2,17,"other",1.603683779298,TRUE,2,17,NA,1.603683779298,TRUE,2,17,"Crop Production","Early Season Pest Management",NA
"70","Seed Protection","Stand Density","Stand Count (Maize)","Seed",66.5809033128923,TRUE,3,43,"Fungicide",-2.72294901459198,TRUE,2,11,NA,-2.72294901459198,TRUE,2,11,"Crop Production","Early Season Pest Management",NA
"71","Seed Protection","Stand Density","Stand Count (Maize)","Seed",66.5809033128923,TRUE,3,43,"Insecticide-Fungicide",90.4041025504651,TRUE,1,32,NA,44.6752026327381,TRUE,1,31,"Crop Production","Early Season Pest Management",NA
"72","Seed Protection","Stand Density","Stand Count (Soybean)","Seed",11.2742521494009,TRUE,5,117,"Fungicide",11.318267442169,TRUE,4,91,NA,11.318267442169,TRUE,4,84,"Crop Production","Early Season Pest Management",NA
"73","Seed Protection","Stand Density","Stand Count (Soybean)","Seed",11.2742521494009,TRUE,5,117,"Fungicide-Biologic",15.3847599990516,TRUE,1,14,NA,15.3847599990516,TRUE,1,12,"Crop Production","Early Season Pest Management",NA
"74","Seed Protection","Stand Density","Stand Count (Soybean)","Seed",11.2742521494009,TRUE,5,117,"Insecticide",-6.00995732574679,TRUE,1,4,NA,-6.00995732574679,TRUE,1,4,"Crop Production","Early Season Pest Management",NA
"75","Seed Protection","Stand Density","Stand Count (Soybean)","Seed",11.2742521494009,TRUE,5,117,"Insecticide-Fungicide",10.195243945244,TRUE,1,4,NA,10.195243945244,TRUE,1,4,"Crop Production","Early Season Pest Management",NA
"76","Seed Protection","Stand Density","Stand Count (Soybean)","Seed",11.2742521494009,TRUE,5,117,"Insecticide-Fungicide-Nematicide",16.3816251316251,TRUE,1,4,NA,16.3816251316251,TRUE,1,4,"Crop Production","Early Season Pest Management",NA
"77","Seed Protection","Stand Density","Stand Count (Soybean)","Soil",-14.0469416785206,TRUE,1,4,"Insecticide",-14.0469416785206,TRUE,1,4,"In-Row",-14.0469416785206,TRUE,1,4,"Crop Production","Early Season Pest Management",NA
